id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month
34251729,258602014,2019/4/28,N/A,N/A,100%,t,t,f,Maizerets,46.83754,-71.21639,Entire apartment,Entire home/apt,4,1 bath,1,$75.00,31,31,0,59,4.95,f,2.25
34273471,156758317,2017/10/30,within a day,75%,0%,f,t,t,Saint-Jean-Baptiste,46.8034,-71.22226,Entire apartment,Entire home/apt,2,1 bath,1,$45.00,90,1125,267,0,,f,
34278639,156758317,2017/10/30,within a day,75%,0%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80176,-71.2208,Entire apartment,Entire home/apt,2,1 bath,1,$45.00,90,1125,186,0,,f,
34284818,258842231,2019/4/29,within an hour,100%,96%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81083,-71.20953,Private room in bed and breakfast,Private room,2,1 shared bath,1,$80.00,1,5,2,83,4.98,t,3.19
34315642,259063226,2019/4/30,within an hour,100%,91%,f,t,t,Saint-Jean-Baptiste,46.81237,-71.21687,Entire apartment,Entire home/apt,4,1 bath,2,$88.00,1,1000,340,39,4.51,t,1.62
34317335,259079534,2019/4/30,N/A,N/A,N/A,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81062,-71.21091,Entire apartment,Entire home/apt,2,1 bath,1,$115.00,1,1125,0,7,4.86,f,0.27
34330479,10023073,2013/11/14,within a day,75%,73%,t,t,t,Cité Universitaire,46.77792,-71.28819,Private room in apartment,Private room,1,1 shared bath,1,$20.00,30,1125,359,7,4.71,f,0.33
34363232,259429286,2019/5/2,N/A,N/A,N/A,f,t,f,Saint-Roch,46.81488,-71.2192,Entire loft,Entire home/apt,3,1 bath,1,$500.00,1,1125,186,0,,t,
34370181,31867816,2015/4/24,N/A,N/A,N/A,f,t,t,Saint-Sauveur,46.80817,-71.23064,Private room in house,Private room,2,1 shared bath,1,$60.00,1,1125,0,34,4.64,f,1.29
34384085,259578063,2019/5/3,N/A,N/A,N/A,f,t,t,Saint-Roch,46.81633,-71.22027,Entire apartment,Entire home/apt,4,1 bath,2,$400.00,1,1125,186,1,5,t,0.05
34384588,259581571,2019/5/3,N/A,N/A,N/A,f,t,f,Saint-Roch,46.81688,-71.21957,Entire loft,Entire home/apt,2,1 bath,1,$400.00,1,1125,187,9,4.89,t,0.45
34385152,259585336,2019/5/3,N/A,N/A,N/A,f,t,f,Saint-Roch,46.8148,-71.22076,Entire loft,Entire home/apt,3,1 bath,0,$400.00,1,1125,186,0,,t,
34386443,259593358,2019/5/3,N/A,N/A,N/A,f,t,f,Saint-Roch,46.81615,-71.21951,Entire loft,Entire home/apt,3,1 bath,1,$400.00,1,1125,186,0,,t,
34391827,259629794,2019/5/3,N/A,N/A,N/A,f,t,f,Saint-Jean-Baptiste,46.81168,-71.22076,Entire apartment,Entire home/apt,2,1 bath,1,$400.00,1,1125,0,0,,t,
34403115,19909639,2014/8/12,within an hour,100%,100%,f,t,t,Saint-Roch,46.81425,-71.22578,Entire apartment,Entire home/apt,4,1 bath,2,$132.00,1,1125,320,189,4.69,t,7.22
34440288,23548729,2014/11/9,within an hour,100%,96%,t,t,t,Saint-Roch,46.81312,-71.22809,Entire apartment,Entire home/apt,6,1 bath,3,$230.00,2,14,79,40,4.88,f,1.74
34475749,199279187,2018/7/1,N/A,N/A,100%,f,t,f,Quartier 4-6,46.84791,-71.25648,Entire apartment,Entire home/apt,4,1 bath,1,$75.00,1,1125,0,3,3.33,t,0.12
34498262,260263163,2019/5/6,within a few hours,100%,98%,f,t,t,Saint-Jean-Baptiste,46.8064,-71.22579,Entire apartment,Entire home/apt,4,1 bath,2,$160.00,2,1125,177,59,4.34,f,2.28
34538296,68566877,2016/4/23,within an hour,100%,99%,f,t,t,Vieux-Limoilou,46.8248,-71.22888,Entire apartment,Entire home/apt,4,1 bath,2,$73.00,1,1125,290,101,4.78,t,3.88
34545977,241075111,2019/2/4,within an hour,93%,100%,f,t,t,Saint-Jean-Baptiste,46.81219,-71.21979,Entire apartment,Entire home/apt,4,1 bath,1,$94.00,1,30,18,58,4.74,t,2.37
34590622,35977231,2015/6/16,within an hour,100%,95%,f,t,t,Saint-Sauveur,46.81385,-71.24023,Entire apartment,Entire home/apt,4,1 bath,2,$54.00,31,1125,281,16,4.75,t,0.73
34706792,64101343,2016/3/22,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80978,-71.20628,Entire apartment,Entire home/apt,3,1 bath,2,$152.00,2,1125,33,65,4.89,t,2.62
34733879,149885509,2017/9/9,N/A,N/A,N/A,f,t,t,Notre-Dame-des-Laurentides,46.89268,-71.30409,Entire house,Entire home/apt,2,1 bath,1,$60.00,30,180,0,0,,t,
34749331,135273514,2017/6/15,N/A,N/A,N/A,t,t,f,Saint-Sacrement,46.79235,-71.26039,Entire apartment,Entire home/apt,6,1 bath,3,$200.00,2,60,0,12,4.82,f,0.46
34752896,262087550,2019/5/15,within a few hours,100%,97%,f,t,t,Saint-Jean-Baptiste,46.80775,-71.22351,Entire apartment,Entire home/apt,4,1 bath,2,$117.00,2,1125,172,63,4.44,f,2.5
34784561,890834,2011/7/29,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81453,-71.2092,Entire condominium,Entire home/apt,5,2.5 baths,3,$283.00,90,1125,264,3,5,t,0.12
34785163,262280235,2019/5/16,within an hour,100%,75%,f,t,f,Saint-Sauveur,46.80707,-71.23064,Entire apartment,Entire home/apt,4,1 bath,2,$122.00,2,1125,348,26,4.8,t,1.01
34788436,191945449,2018/5/27,within a few hours,100%,88%,f,t,t,Montcalm,46.80375,-71.23194,Entire apartment,Entire home/apt,2,1 bath,1,$61.00,1,28,21,43,4.35,f,1.71
34840167,258842231,2019/4/29,within an hour,100%,96%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81069,-71.21093,Private room in bed and breakfast,Private room,4,1 private bath,2,$134.00,1,5,3,61,4.98,t,2.36
34895384,55087675,2016/1/18,N/A,N/A,94%,t,t,t,Saint-Roch,46.81819,-71.22188,Private room in apartment,Private room,2,1 shared bath,1,$60.00,1,30,33,40,4.98,f,1.57
34967172,263451999,2019/5/22,within an hour,100%,100%,f,t,f,Loretteville,46.84882,-71.36823,Entire apartment,Entire home/apt,6,1 bath,4,$118.00,1,3,226,26,4.85,t,1.26
34971885,263487218,2019/5/22,within an hour,100%,99%,f,t,t,Saint-Roch,46.81311,-71.222,Entire house,Entire home/apt,7,1.5 baths,4,$171.00,1,1125,227,166,4.64,f,6.55
35001328,263694434,2019/5/23,within a day,57%,100%,f,t,t,Saint-Louis,46.77202,-71.29508,Entire apartment,Entire home/apt,4,1 bath,2,$75.00,7,1125,130,28,4.39,t,1.11
35003441,112420148,2017/1/20,within an hour,100%,97%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81522,-71.2107,Entire apartment,Entire home/apt,6,1.5 baths,2,$200.00,2,1125,0,53,4.94,f,2.26
35007480,86509992,2016/7/28,within an hour,100%,91%,t,t,t,Saint-Sauveur,46.81083,-71.23075,Entire condominium,Entire home/apt,4,1 bath,1,$169.00,1,1125,0,89,4.99,f,3.78
35009297,218488684,2018/10/2,within an hour,90%,98%,t,t,t,Quartier 4-5,46.85589,-71.2634,Entire apartment,Entire home/apt,4,1 bath,3,$80.00,2,30,318,55,4.78,t,2.21
35037068,127861488,2017/4/27,N/A,N/A,N/A,f,t,t,Saint-Sauveur,46.80856,-71.24018,Entire apartment,Entire home/apt,2,1 bath,1,$79.00,2,1125,0,1,5,t,0.04
35084774,264143745,2019/5/25,within an hour,70%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81551,-71.20562,Entire house,Entire home/apt,8,1.5 baths,4,$234.00,2,1125,53,47,4.89,t,1.97
35128902,264600636,2019/5/27,N/A,N/A,N/A,t,t,t,Saint-Roch,46.81063,-71.22933,Entire apartment,Entire home/apt,6,1 bath,2,$65.00,3,60,186,38,4.92,f,1.52
35163443,81606373,2016/7/4,within an hour,100%,90%,t,t,t,Vieux-Moulin,46.85234,-71.20404,Entire condominium,Entire home/apt,4,1 bath,3,$111.00,3,1125,0,28,4.71,f,1.14
35165596,147838356,2017/8/26,N/A,N/A,N/A,f,t,t,Lairet,46.82919,-71.24312,Entire apartment,Entire home/apt,2,1 bath,2,$54.00,3,60,224,57,4.51,f,2.27
35188769,261675228,2019/5/13,N/A,N/A,N/A,f,t,t,Vanier,46.819,-71.26412,Private room in house,Private room,3,1 shared bath,2,$60.00,1,5,5,1,4,t,0.04
35189218,261675228,2019/5/13,N/A,N/A,N/A,f,t,t,Vanier,46.8182,-71.26513,Private room in house,Private room,3,1 shared bath,2,$60.00,1,5,5,1,4,t,0.04
35189516,261675228,2019/5/13,N/A,N/A,N/A,f,t,t,Vanier,46.81726,-71.26588,Private room in house,Private room,4,1 shared bath,2,$60.00,1,5,5,1,4,t,0.04
35189753,261675228,2019/5/13,N/A,N/A,N/A,f,t,t,Vanier,46.81895,-71.26588,Private room in house,Private room,6,1 shared bath,3,$65.00,1,5,5,3,4,t,0.13
35197813,116457852,2017/2/14,within a day,50%,40%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81244,-71.21203,Entire apartment,Entire home/apt,3,1 bath,1,$90.00,2,1125,155,36,4.51,f,1.47
35198965,17286960,2014/6/26,a few days or more,0%,N/A,f,t,t,Saint-Jean-Baptiste,46.81154,-71.21883,Private room in bed and breakfast,Private room,5,1 shared bath,3,$239.00,3,1125,354,0,,f,
35232905,123075836,2017/3/28,within an hour,100%,97%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81178,-71.21262,Entire apartment,Entire home/apt,2,1 bath,1,$100.00,3,1125,24,39,4.56,f,1.65
35253797,9741702,2013/10/31,within an hour,92%,100%,f,t,t,Duberger-Les Saules,46.81365,-71.31916,Private room in house,Private room,1,1 bath,1,$26.00,32,1125,33,25,4.28,t,1.03
35336617,223311665,2018/10/30,within an hour,100%,99%,f,t,t,Sillery,46.78749,-71.25527,Entire house,Entire home/apt,4,1 bath,2,$99.00,1,1125,221,145,4.7,t,5.81
35354161,19909639,2014/8/12,within an hour,100%,100%,f,t,t,Saint-Sacrement,46.7914,-71.25438,Entire loft,Entire home/apt,2,1 bath,1,$36.00,90,1125,201,1,5,t,0.06
35375947,23542041,2014/11/9,N/A,N/A,100%,t,t,t,Saint-Jean-Baptiste,46.81231,-71.21953,Entire apartment,Entire home/apt,2,1 bath,1,$135.00,2,1125,62,24,4.92,t,0.99
35381351,128621152,2017/5/2,within an hour,97%,100%,f,t,t,Saint-Sauveur,46.8058,-71.24595,Entire apartment,Entire home/apt,4,1 bath,2,$85.00,1,1125,54,43,4.51,t,1.76
35418228,89159961,2016/8/10,N/A,N/A,N/A,f,t,f,Sillery,46.76365,-71.2651,Entire townhouse,Entire home/apt,6,2.5 baths,4,$240.00,3,14,0,5,4.6,f,0.22
35426451,16500372,2014/6/7,within a day,100%,N/A,t,t,f,Vieux-Limoilou,46.82394,-71.22543,Private room in apartment,Private room,1,1.5 baths,1,$30.00,31,1125,365,2,5,t,0.1
35426708,266617627,2019/6/5,within an hour,100%,N/A,f,t,t,Sillery,46.78076,-71.25001,Entire apartment,Entire home/apt,4,1 bath,2,$109.00,30,180,0,8,4.88,f,0.33
35427400,41763675,2015/8/17,N/A,N/A,N/A,t,t,t,Montcalm,46.79925,-71.23089,Entire apartment,Entire home/apt,4,1 bath,2,$93.00,2,1125,0,12,5,t,0.49
35490866,23524619,2014/11/9,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80349,-71.20862,Entire apartment,Entire home/apt,4,1 bath,2,$120.00,3,14,291,17,4.94,f,0.68
35491654,855452,2011/7/22,within an hour,100%,100%,t,t,t,Notre-Dame-des-Laurentides,46.89734,-71.31774,Private room in bed and breakfast,Private room,2,1 private bath,1,$105.00,2,1125,128,18,5,f,0.74
35508266,267134001,2019/6/8,N/A,N/A,N/A,t,t,t,Saint-Roch,46.81412,-71.23049,Entire apartment,Entire home/apt,6,1 bath,2,$148.00,31,1125,0,64,4.91,t,2.59
35513756,112769272,2017/1/22,within an hour,100%,99%,t,t,t,Vanier,46.81149,-71.26238,Private room in townhouse,Private room,4,1 shared bath,1,$39.00,2,1125,347,37,4.84,t,1.49
35518817,44701521,2015/9/20,within a few hours,90%,62%,t,t,t,Saint-Sauveur,46.81128,-71.23838,Entire apartment,Entire home/apt,4,1 bath,2,$241.00,31,1125,0,13,4.92,f,0.54
35580850,33944312,2015/5/21,within an hour,100%,100%,t,t,t,Vanier,46.81525,-71.25288,Entire apartment,Entire home/apt,8,1 bath,3,$180.00,1,1125,330,87,4.75,t,3.51
35600595,267831090,2019/6/11,N/A,N/A,N/A,f,t,f,Sillery,46.78819,-71.24988,Entire house,Entire home/apt,8,2 baths,5,$220.00,6,14,0,4,4.75,f,0.17
35633913,268075703,2019/6/12,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8141,-71.21199,Entire apartment,Entire home/apt,4,1.5 baths,2,$221.00,1,7,131,55,4.82,t,2.21
35642807,16308082,2014/6/2,within an hour,100%,99%,t,t,f,Saint-Roch,46.81294,-71.22048,Entire apartment,Entire home/apt,2,1 bath,1,$129.00,2,1125,102,107,5,f,4.61
35712780,264850683,2019/5/28,within a day,50%,100%,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81344,-71.20281,Entire condominium,Entire home/apt,6,2 baths,3,$239.00,1,1125,321,1,5,t,0.04
35712781,264850683,2019/5/28,within a day,50%,100%,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81475,-71.20237,Entire condominium,Entire home/apt,6,3 baths,3,$714.00,1,1125,310,2,5,t,0.09
35712783,264850683,2019/5/28,within a day,50%,100%,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81375,-71.20068,Entire condominium,Entire home/apt,4,2 baths,3,$570.00,1,1125,314,0,,t,
35712784,264850683,2019/5/28,within a day,50%,100%,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81383,-71.20241,Entire condominium,Entire home/apt,6,3 baths,3,$714.00,1,1125,303,0,,t,
35712787,264850683,2019/5/28,within a day,50%,100%,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81535,-71.20239,Entire condominium,Entire home/apt,6,2 baths,3,$714.00,1,1125,300,1,5,t,0.05
35712789,264850683,2019/5/28,within a day,50%,100%,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81479,-71.20232,Entire condominium,Entire home/apt,4,2 baths,3,$310.00,1,1125,283,0,,t,
35712790,264850683,2019/5/28,within a day,50%,100%,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81376,-71.20105,Entire condominium,Entire home/apt,8,5 baths,4,$959.00,1,1125,336,0,,t,
35741454,268855206,2019/6/15,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8128,-71.21008,Entire apartment,Entire home/apt,2,1 bath,1,$150.00,3,1125,120,16,4.75,t,0.95
35760211,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Sauveur,46.8112,-71.2306,Entire apartment,Entire home/apt,2,1 bath,1,$144.00,1,365,231,40,4.73,t,1.62
35760230,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Sauveur,46.8112,-71.2306,Entire apartment,Entire home/apt,2,1 bath,1,$128.00,1,365,254,67,4.76,t,2.73
35760248,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Sauveur,46.8112,-71.2306,Entire apartment,Entire home/apt,2,1 bath,1,$135.00,1,365,256,51,4.88,t,2.17
35760263,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Sauveur,46.81141,-71.23141,Entire apartment,Entire home/apt,2,1 bath,1,$146.00,1,365,359,57,4.82,t,2.32
35760279,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Sauveur,46.8112,-71.2306,Entire apartment,Entire home/apt,4,1 bath,2,$165.00,1,365,346,45,4.71,t,1.81
35763932,27326825,2015/2/6,within an hour,100%,100%,f,t,t,Saint-Roch,46.81216,-71.23028,Entire apartment,Entire home/apt,6,1.5 baths,3,$120.00,2,1125,134,107,4.88,t,4.53
35832830,130785748,2017/5/17,N/A,N/A,N/A,f,t,t,Vieux-Moulin,46.85163,-71.23131,Entire apartment,Entire home/apt,7,1 bath,3,$218.00,32,1125,0,13,4.92,f,0.55
35840830,269004540,2019/6/16,within an hour,100%,99%,t,t,t,Saint-Sauveur,46.8112,-71.2306,Entire apartment,Entire home/apt,2,1 bath,1,$112.00,1,365,253,37,4.65,t,1.51
35842142,130785748,2017/5/17,N/A,N/A,N/A,f,t,t,Vieux-Moulin,46.85143,-71.23165,Private room in apartment,Private room,2,1 shared bath,1,$38.00,32,1125,0,15,4.53,f,0.61
35875314,95148465,2016/9/14,within an hour,100%,94%,f,t,t,Loretteville,46.85935,-71.34469,Private room in bungalow,Private room,4,1 shared bath,2,$51.00,2,1125,0,14,4.85,f,0.56
35875928,130785748,2017/5/17,N/A,N/A,N/A,f,t,t,Vieux-Moulin,46.851,-71.23225,Private room in apartment,Private room,2,1 shared bath,1,$39.00,32,1125,0,13,4.62,f,0.53
35912761,34543873,2015/5/29,within an hour,100%,94%,t,t,t,Neufchâtel-Est/Lebourgneuf,46.85485,-71.28767,Entire bungalow,Entire home/apt,6,1 bath,3,$105.00,2,365,216,5,4.8,f,0.21
35916635,255457223,2019/4/12,N/A,N/A,N/A,t,t,t,Quartier 4-6,46.84355,-71.2558,Private room in bungalow,Private room,2,1 shared bath,1,$29.00,1,30,0,41,4.83,f,1.66
35939045,68566877,2016/4/23,within an hour,100%,99%,f,t,t,Quartier 4-6,46.84761,-71.24619,Entire house,Entire home/apt,8,1 bath,4,$107.00,30,1125,248,31,4.81,t,1.42
35972796,270578774,2019/6/22,N/A,N/A,N/A,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81591,-71.21599,Entire apartment,Entire home/apt,2,1 bath,1,$101.00,2,28,45,18,4.83,f,0.77
35976102,193766296,2018/6/5,within an hour,100%,99%,t,t,t,Saint-Roch,46.81455,-71.2221,Entire apartment,Entire home/apt,4,1 bath,1,$109.00,1,1125,27,73,4.79,t,2.96
35976563,112769272,2017/1/22,within an hour,100%,99%,t,t,t,Vanier,46.81279,-71.26133,Private room in townhouse,Private room,4,1.5 baths,1,$53.00,2,1125,152,28,4.75,t,1.14
35993964,239812850,2019/1/29,within an hour,100%,97%,t,t,f,Vieux-Limoilou,46.82296,-71.24104,Entire loft,Entire home/apt,4,1 bath,2,$27.00,32,1125,32,34,4.94,f,1.4
35996391,270800587,2019/6/23,within a few hours,100%,95%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81491,-71.20813,Entire apartment,Entire home/apt,4,1 bath,2,$211.00,1,40,22,64,4.95,f,2.64
36015143,269732032,2019/6/19,within an hour,100%,83%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81495,-71.208,Entire apartment,Entire home/apt,4,1 bath,2,$200.00,2,1125,46,20,4.5,f,1.11
36028225,271047805,2019/6/24,within an hour,100%,100%,t,t,f,Sillery,46.76956,-71.27575,Entire apartment,Entire home/apt,2,1 bath,1,$88.00,2,28,149,12,5,t,1.08
36028517,204190789,2018/7/22,within a few hours,90%,81%,t,t,t,Quartier 4-2,46.87618,-71.28508,Entire condominium,Entire home/apt,3,1 bath,2,$75.00,3,1125,35,5,4.8,f,0.79
36078088,181671343,2018/3/31,within an hour,100%,100%,t,t,t,Neufchâtel-Est/Lebourgneuf,46.84201,-71.31016,Entire apartment,Entire home/apt,4,1 bath,2,$74.00,3,14,0,21,4.9,t,0.88
36096342,182665076,2018/4/5,N/A,N/A,N/A,f,t,t,Cité Universitaire,46.77404,-71.30345,Private room in apartment,Private room,1,1 shared bath,1,$39.00,3,30,82,28,4.86,t,1.19
36106452,43289593,2015/9/3,within an hour,100%,100%,f,t,t,Neufchâtel-Est/Lebourgneuf,46.85804,-71.32718,Entire apartment,Entire home/apt,8,1 bath,3,$125.00,2,1125,259,59,4.75,t,2.4
36142335,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81321,-71.21546,Entire apartment,Entire home/apt,6,1 bath,2,$290.00,2,1125,124,2,5,t,0.09
36146668,238301969,2019/1/22,N/A,N/A,N/A,f,t,f,Lairet,46.83647,-71.25666,Private room in apartment,Private room,2,1 shared bath,1,$25.00,2,5,0,3,4.67,f,0.13
36148064,58015938,2016/2/9,N/A,N/A,N/A,t,t,t,Saint-Jean-Baptiste,46.80458,-71.22496,Private room in apartment,Private room,2,1 shared bath,1,$49.00,2,1125,0,23,5,f,0.95
36153139,271931557,2019/6/28,within an hour,100%,100%,f,t,t,Saint-Jean-Baptiste,46.80693,-71.22651,Entire apartment,Entire home/apt,4,1 bath,1,$55.00,1,1125,159,67,4.55,t,2.8
36199393,272243290,2019/6/29,N/A,N/A,N/A,f,t,t,Neufchâtel-Est/Lebourgneuf,46.83819,-71.32149,Entire apartment,Entire home/apt,6,1 bath,4,$100.00,2,1125,0,24,4.79,t,1.01
36206176,143497951,2017/7/31,N/A,N/A,100%,t,t,t,Cité Universitaire,46.78615,-71.26633,Private room in apartment,Private room,1,1 shared bath,1,$22.00,1,1125,0,18,4.94,t,0.74
36210593,40736086,2015/8/6,within a few hours,100%,73%,t,t,t,Vieux-Limoilou,46.82334,-71.22745,Entire apartment,Entire home/apt,6,1 bath,3,$100.00,28,1125,365,10,4.8,f,0.43
36229258,146312425,2017/8/16,N/A,N/A,N/A,f,t,t,Duberger-Les Saules,46.81038,-71.30209,Private room in house,Private room,2,1 shared bath,1,$22.00,31,31,0,34,4.68,f,1.4
36276356,272833100,2019/7/1,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80983,-71.20358,Entire apartment,Entire home/apt,4,1 bath,3,$129.00,1,1125,297,34,4.74,t,1.62
36303077,262753300,2019/5/19,within an hour,100%,100%,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.8032,-71.21043,Entire apartment,Entire home/apt,2,1 bath,1,$110.00,3,50,0,18,4.76,f,0.75
36309694,130785748,2017/5/17,N/A,N/A,N/A,f,t,t,Vieux-Moulin,46.85019,-71.23209,Private room in apartment,Private room,2,1.5 shared baths,1,$44.00,32,1125,0,2,5,f,0.09
36313925,130785748,2017/5/17,N/A,N/A,N/A,f,t,t,Vieux-Moulin,46.84975,-71.23141,Private room in apartment,Private room,2,1.5 shared baths,1,$48.00,32,1125,0,11,5,f,0.45
36315197,130785748,2017/5/17,N/A,N/A,N/A,f,t,t,Maizerets,46.84949,-71.2323,Private room in apartment,Private room,2,1.5 shared baths,1,$43.00,32,1125,0,8,4.63,f,0.34
36340536,239812850,2019/1/29,within an hour,100%,97%,t,t,f,Vieux-Limoilou,46.82388,-71.24262,Entire apartment,Entire home/apt,4,1 bath,2,$75.00,32,1125,99,29,4.76,f,1.23
36348682,201352950,2018/7/10,within an hour,100%,100%,t,t,t,Saint-Sacrement,46.79286,-71.25998,Entire loft,Entire home/apt,2,1 bath,1,$71.00,2,60,39,18,4.83,t,0.76
36349017,273320207,2019/7/3,N/A,N/A,N/A,t,t,t,Saint-Louis,46.75992,-71.31672,Private room in apartment,Private room,2,1 shared bath,1,$30.00,1,1125,3,37,4.89,t,1.51
36391971,187899970,2018/5/4,N/A,N/A,N/A,f,t,t,Saint-Roch,46.81302,-71.22076,Entire apartment,Entire home/apt,3,1 bath,4,$346.00,31,1125,83,27,4.81,f,1.11
36436263,273945828,2019/7/6,within an hour,100%,100%,t,t,f,Saint-Sauveur,46.80579,-71.23519,Entire apartment,Entire home/apt,2,1 bath,1,$100.00,1,1125,173,60,4.82,f,2.47
36445622,178929372,2018/3/17,within an hour,100%,100%,f,t,f,Lairet,46.83499,-71.25467,Entire house,Entire home/apt,5,1 bath,3,$60.00,1,30,1,88,4.68,t,3.65
36450707,273910993,2019/7/6,within an hour,100%,98%,f,t,t,Saint-Sauveur,46.80594,-71.23615,Entire apartment,Entire home/apt,6,1 bath,2,$117.00,1,1125,145,151,4.75,f,6.22
36454477,191096612,2018/5/22,N/A,N/A,100%,f,t,t,Saint-Roch,46.81581,-71.22957,Entire apartment,Entire home/apt,4,1 bath,2,$108.00,2,60,0,17,4.88,t,0.92
36479379,274282008,2019/7/7,within an hour,94%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81105,-71.20513,Entire apartment,Entire home/apt,4,1 bath,1,$75.00,1,1125,306,30,4.5,t,1.24
36519730,180822803,2018/3/27,a few days or more,10%,50%,f,t,t,Cité Universitaire,46.77295,-71.30334,Entire condominium,Entire home/apt,4,1 bath,2,$40.00,31,365,220,15,4.33,t,0.62
36555087,175338588,2018/2/25,N/A,N/A,N/A,f,t,f,Saint-Louis,46.7554,-71.29774,Entire house,Entire home/apt,6,1 bath,3,$121.00,28,1125,338,10,4.89,t,0.54
36555615,193766296,2018/6/5,within an hour,100%,99%,t,t,t,Saint-Roch,46.81517,-71.22138,Entire apartment,Entire home/apt,4,1 bath,2,$99.00,1,1125,46,86,4.79,t,3.54
36559633,128675645,2017/5/3,within an hour,100%,100%,t,t,t,Saint-Roch,46.81347,-71.22871,Entire apartment,Entire home/apt,6,1 bath,3,$195.00,1,30,339,79,4.9,t,3.33
36560238,128675645,2017/5/3,within an hour,100%,100%,t,t,t,Saint-Roch,46.8132,-71.22881,Entire apartment,Entire home/apt,4,1 bath,2,$105.00,1,30,343,58,4.79,t,2.5
36560475,128675645,2017/5/3,within an hour,100%,100%,t,t,t,Saint-Roch,46.81229,-71.22826,Entire apartment,Entire home/apt,4,1 bath,2,$115.00,1,30,329,89,4.87,t,3.99
36560762,128675645,2017/5/3,within an hour,100%,100%,t,t,t,Saint-Roch,46.81331,-71.22977,Entire apartment,Entire home/apt,4,1 bath,2,$115.00,1,30,328,86,4.9,t,3.62
36560843,128675645,2017/5/3,within an hour,100%,100%,t,t,t,Saint-Roch,46.81285,-71.23013,Entire apartment,Entire home/apt,4,1 bath,2,$105.00,1,30,342,61,4.8,t,2.55
36565472,263895773,2019/5/24,within an hour,100%,100%,t,t,t,Quartier 5-1,46.90068,-71.21959,Private room in house,Private room,4,1 private bath,1,$80.00,1,30,169,63,4.92,t,2.6
36570784,218488684,2018/10/2,within an hour,90%,98%,t,t,t,Quartier 4-5,46.85669,-71.2648,Entire guest suite,Entire home/apt,2,1 bath,3,$45.00,2,30,188,29,4.93,t,1.21
36584592,28100447,2015/2/21,within an hour,100%,99%,f,t,t,Saint-Roch,46.8138,-71.22549,Entire loft,Entire home/apt,3,1 bath,2,$50.00,2,1125,0,46,4.59,f,2.01
36585189,261327896,2019/5/12,N/A,N/A,N/A,f,t,f,Quartier 4-3,46.88057,-71.23077,Private room in bungalow,Private room,2,1 private bath,1,$29.00,1,7,0,16,4.63,t,0.69
36622335,142634903,2017/7/26,N/A,N/A,N/A,f,t,t,Maizerets,46.8431,-71.2277,Private room in apartment,Private room,2,1 shared bath,1,$45.00,2,1125,0,11,4.64,f,0.45
