id,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month
6746347,15960979,2014/5/25,within a few hours,100%,100%,f,t,t,Saint-Jean-Baptiste,46.80815,-71.22858,Entire apartment,Entire home/apt,3,1 bath,2,$37.00,31,1125,204,123,4.84,f,1.88
6852451,35884345,2015/6/15,within an hour,100%,88%,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80395,-71.20924,Entire loft,Entire home/apt,2,1 bath,1,$50.00,31,365,191,79,4.84,f,1.84
6870833,35939583,2015/6/16,within an hour,100%,100%,f,t,t,Saint-Jean-Baptiste,46.81075,-71.22379,Entire apartment,Entire home/apt,3,1 bath,2,$94.00,1,1124,318,239,4.79,t,3.32
6897654,36143188,2015/6/18,within an hour,100%,N/A,f,t,f,Vieux-Limoilou,46.82798,-71.22948,Entire apartment,Entire home/apt,4,1 bath,2,$60.00,31,1125,311,5,5,f,0.13
6947321,36425487,2015/6/22,within an hour,100%,82%,f,t,t,Neufchâtel-Est/Lebourgneuf,46.85548,-71.2901,Entire house,Entire home/apt,16,2 baths,9,$321.00,1,1125,331,160,4.39,f,2.23
6970133,14594594,2014/4/22,within an hour,100%,100%,f,t,t,Quartier 5-4,46.85548,-71.1852,Room in boutique hotel,Hotel room,2,1 bath,1,$160.00,1,1125,362,28,4.64,t,0.39
7001110,32077416,2015/4/27,within a day,70%,20%,f,t,f,Saint-Sacrement,46.79536,-71.2591,Entire apartment,Entire home/apt,4,1 bath,2,$150.00,3,1125,322,76,4.69,f,1.04
7003871,17286960,2014/6/26,a few days or more,0%,N/A,f,t,t,Saint-Jean-Baptiste,46.81185,-71.21827,Private room in nature lodge,Private room,2,1 private bath,1,$140.00,3,1125,322,6,4.33,f,0.08
7006697,36730732,2015/6/25,within a day,100%,N/A,f,t,t,Quartier 4-5,46.85369,-71.26325,Entire guesthouse,Entire home/apt,2,1 bath,1,$70.00,2,150,42,142,4.87,f,1.96
7129699,37341683,2015/7/2,within an hour,100%,100%,t,t,t,Saint-Jean-Baptiste,46.81077,-71.22206,Entire apartment,Entire home/apt,2,1 bath,1,$95.00,1,1124,316,281,4.77,t,3.91
7140600,7006458,2013/6/19,within an hour,100%,100%,t,t,t,Cité Universitaire,46.78711,-71.26385,Entire apartment,Entire home/apt,4,1 bath,2,$44.00,30,1125,221,55,4.64,t,0.76
7430769,7096839,2013/6/24,within a day,50%,71%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81437,-71.2029,Entire condominium,Entire home/apt,2,1 bath,1,$111.00,32,64,112,49,4.92,f,0.9
7479188,3813034,2012/10/9,within a few hours,100%,100%,t,t,t,Saint-Sauveur,46.8094,-71.23117,Entire apartment,Entire home/apt,6,1 bath,3,$295.00,3,31,40,116,4.88,f,1.63
7491399,39234978,2015/7/22,within an hour,100%,100%,f,t,t,Duberger-Les Saules,46.82429,-71.28873,Private room in house,Private room,4,1 private bath,2,$64.00,3,28,175,183,4.83,f,2.53
7513008,10023073,2013/11/14,within a day,75%,73%,t,t,t,Cité Universitaire,46.77829,-71.28722,Private room in apartment,Private room,1,1 shared bath,1,$30.00,30,1125,0,6,4.33,f,0.1
7545877,4230524,2012/11/24,N/A,N/A,N/A,f,t,f,Vieux-Limoilou,46.83083,-71.23353,Private room in house,Private room,2,1 bath,1,$65.00,1,1125,0,3,4.5,f,0.05
7633284,14594594,2014/4/22,within an hour,100%,100%,f,t,t,Quartier 5-4,46.85688,-71.18675,Room in boutique hotel,Hotel room,2,1 bath,1,$233.00,1,1125,357,2,3.5,t,0.09
7634457,38037789,2015/7/9,N/A,N/A,100%,f,t,t,Quartier 4-5,46.8604,-71.27167,Entire apartment,Entire home/apt,2,1 bath,2,$70.00,14,90,278,15,4.93,f,0.21
7651759,12208568,2014/2/13,N/A,N/A,71%,t,t,t,Sillery,46.77585,-71.2461,Entire apartment,Entire home/apt,4,1 bath,2,$34.00,32,1125,97,40,4.55,f,0.8
7676538,40309767,2015/8/2,within a day,100%,67%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81518,-71.21316,Entire apartment,Entire home/apt,4,1 bath,2,$58.00,30,1125,279,10,4.89,f,0.14
7677054,17893514,2014/7/9,N/A,N/A,N/A,t,t,t,Cité Universitaire,46.77633,-71.30208,Private room in bungalow,Private room,2,1 shared bath,2,$56.00,32,365,365,84,4.64,f,1.17
7757465,3238011,2012/8/12,N/A,N/A,N/A,t,t,f,Saint-Jean-Baptiste,46.80844,-71.22639,Entire apartment,Entire home/apt,4,1 bath,1,$40.00,2,1125,0,112,4.68,t,1.57
7757954,38459934,2015/7/14,within a few hours,99%,82%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81542,-71.21235,Entire apartment,Entire home/apt,2,1 bath,1,$120.00,30,1125,73,7,4.29,f,0.1
7763317,17893514,2014/7/9,N/A,N/A,N/A,t,t,t,Cité Universitaire,46.7765,-71.30077,Private room in house,Private room,1,1 shared bath,1,$46.00,32,365,89,41,4.8,f,0.57
7763332,17266932,2014/6/25,within an hour,100%,99%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81607,-71.20984,Entire loft,Entire home/apt,4,1 bath,2,$175.00,1,31,337,392,4.97,f,5.46
7800019,41055265,2015/8/10,within an hour,100%,100%,t,t,t,Vieux-Limoilou,46.82073,-71.22398,Entire apartment,Entire home/apt,8,1 bath,4,$210.00,2,1125,248,88,4.69,t,1.24
7854562,41314384,2015/8/12,N/A,N/A,N/A,f,t,f,Saint-Roch,46.8127,-71.22958,Private room in apartment,Private room,1,1 bath,1,$80.00,2,3,0,0,,f,
7899556,41651776,2015/8/16,N/A,N/A,N/A,f,t,f,Cité Universitaire,46.77472,-71.28475,Entire house,Entire home/apt,4,1 bath,3,$140.00,1,1125,187,13,4.38,f,0.18
7966751,28326938,2015/2/25,N/A,N/A,0%,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81457,-71.20194,Entire apartment,Entire home/apt,4,1 bath,2,$100.00,32,1125,278,0,,f,
7968592,14594594,2014/4/22,within an hour,100%,100%,f,t,t,Quartier 5-4,46.85484,-71.18675,Room in boutique hotel,Hotel room,4,1 bath,2,$160.00,1,1125,328,15,4.87,t,0.35
8071221,42631993,2015/8/26,N/A,N/A,0%,f,t,t,Neufchâtel-Est/Lebourgneuf,46.83984,-71.31181,Entire apartment,Entire home/apt,4,1 bath,2,$110.00,2,1125,1,15,4.8,f,0.21
8114491,9846608,2015/8/29,within an hour,100%,91%,t,t,t,Saint-Jean-Baptiste,46.80872,-71.22343,Entire apartment,Entire home/apt,4,1 bath,1,$125.00,3,1001,320,185,4.96,f,2.61
8147621,43017387,2015/8/31,a few days or more,29%,50%,f,t,t,Vanier,46.82196,-71.26746,Entire house,Entire home/apt,2,1.5 baths,1,$36.00,30,1125,214,97,4.68,f,1.61
8173540,22697179,2014/10/18,within a few hours,100%,98%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80564,-71.21806,Entire apartment,Entire home/apt,3,1 bath,1,$129.00,2,30,307,300,4.79,f,4.25
8191217,6223073,2013/5/4,within an hour,100%,97%,t,t,t,Saint-Sauveur,46.81517,-71.23647,Entire apartment,Entire home/apt,3,1 bath,1,$99.00,30,365,8,104,4.76,f,1.49
8212271,8659915,2013/9/5,within an hour,100%,79%,f,t,t,Saint-Jean-Baptiste,46.80988,-71.22301,Private room in apartment,Private room,2,1 shared bath,1,$80.00,1,1125,336,149,4.9,f,2.58
8308704,43805761,2015/9/9,within a day,100%,0%,f,t,f,Quartier 5-2,46.88393,-71.20901,Entire apartment,Entire home/apt,5,1 bath,2,$97.00,1,1125,5,4,5,f,0.11
8341363,43967589,2015/9/11,within an hour,100%,100%,t,t,t,Saint-Jean-Baptiste,46.80988,-71.2213,Entire apartment,Entire home/apt,3,1 bath,1,$125.00,1,15,40,552,4.73,t,7.8
8349929,17445271,2014/6/30,within an hour,100%,100%,t,t,t,Montcalm,46.80259,-71.22319,Entire house,Entire home/apt,12,5 baths,16,"$1,000.00",3,14,344,57,4.96,t,1
8610176,44498473,2015/9/18,within a few hours,100%,100%,f,t,t,Saint-Sauveur,46.80959,-71.24182,Private room in apartment,Private room,2,1 shared bath,1,$40.00,5,364,87,65,4.74,f,0.93
8626868,8687028,2013/9/7,within an hour,96%,100%,f,t,t,Maizerets,46.83872,-71.22119,Room in bed and breakfast,Hotel room,4,1 bath,2,$75.00,1,7,0,9,5,t,1.89
8662732,45514378,2015/10/1,within an hour,100%,100%,t,t,f,Sillery,46.78478,-71.24653,Private room in bungalow,Private room,1,1 shared bath,0,$45.00,1,1125,248,303,4.94,t,4.44
8663249,45516436,2015/10/1,within an hour,100%,100%,t,t,t,Loretteville,46.86142,-71.36017,Private room in house,Private room,2,1 private bath,1,$62.00,2,7,1,33,4.91,f,0.75
8701329,26691052,2015/1/25,N/A,N/A,N/A,f,t,f,Sillery,46.78331,-71.24668,Private room in house,Private room,2,1 bath,1,$50.00,32,1125,179,94,4.58,f,1.34
8825259,45482776,2015/9/30,within an hour,100%,100%,f,t,t,Saint-Jean-Baptiste,46.80818,-71.22465,Entire apartment,Entire home/apt,3,1 bath,2,$59.00,31,1125,59,90,4.68,t,1.31
8968290,46867866,2015/10/18,within a day,71%,67%,f,t,t,Saint-Roch,46.81423,-71.22634,Entire condominium,Entire home/apt,3,1 bath,1,$86.00,4,60,1,9,4.75,f,0.21
9155937,24819170,2014/12/14,N/A,N/A,N/A,f,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81621,-71.20741,Entire apartment,Entire home/apt,2,1 bath,1,$48.00,1000,1125,365,0,,f,
9370597,42248799,2015/8/23,N/A,N/A,N/A,f,t,f,Loretteville,46.85865,-71.3623,Private room in house,Private room,3,1 private bath,1,$49.00,3,1125,0,20,4.85,f,0.33
9477639,49123843,2015/11/15,within a few hours,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80338,-71.22158,Entire apartment,Entire home/apt,5,1 bath,4,$132.00,31,1125,0,36,4.89,f,0.54
9522015,5166752,2013/2/20,N/A,N/A,N/A,f,t,t,Saint-Sauveur,46.80596,-71.23854,Entire apartment,Entire home/apt,8,2 baths,3,$300.00,4,1124,0,46,4.83,f,0.67
9630642,36052925,2015/6/17,N/A,N/A,N/A,f,t,t,Saint-Sacrement,46.78737,-71.25648,Private room in apartment,Private room,2,1 shared bath,1,$40.00,7,1125,0,2,5,f,0.04
9664814,49947368,2015/11/26,within an hour,100%,98%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81197,-71.21122,Entire loft,Entire home/apt,2,1 bath,1,$76.00,30,1125,215,9,4.56,f,0.27
9693817,50063718,2015/11/28,within an hour,100%,100%,t,t,t,Notre-Dame-des-Laurentides,46.91233,-71.33694,Private room in house,Private room,2,1 shared bath,0,$60.00,1,1125,309,57,4.65,f,0.94
9726354,49947368,2015/11/26,within an hour,100%,98%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81194,-71.21204,Entire apartment,Entire home/apt,3,1 bath,2,$133.00,30,1125,136,1,5,f,1
9863685,50063718,2015/11/28,within an hour,100%,100%,t,t,t,Notre-Dame-des-Laurentides,46.91236,-71.33875,Private room in nature lodge,Private room,2,1 shared bath,0,$60.00,1,1125,355,44,4.77,f,0.73
9922601,51009040,2015/12/10,N/A,N/A,100%,f,t,t,Chutes-Montmorency,46.8901,-71.15321,Entire apartment,Entire home/apt,8,1 bath,5,$105.00,2,1125,1,215,4.75,t,3.2
10154710,52118298,2015/12/23,N/A,N/A,N/A,f,t,t,Saint-Louis,46.77322,-71.29369,Entire house,Entire home/apt,8,2 baths,3,$99.00,1,1125,96,297,4.49,f,4.46
10187037,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81686,-71.20483,Entire apartment,Entire home/apt,6,1.5 baths,3,$499.00,2,1125,156,25,4.4,t,0.41
10247268,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81683,-71.20489,Entire apartment,Entire home/apt,4,1 bath,1,$370.00,2,1125,103,21,4.76,t,0.38
10247936,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81686,-71.20488,Entire apartment,Entire home/apt,2,1 bath,1,$325.00,2,1125,145,9,4.67,t,0.14
10248554,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81685,-71.2049,Entire apartment,Entire home/apt,4,1 bath,1,$325.00,2,1125,345,19,4.68,t,0.54
10249154,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81688,-71.20488,Entire apartment,Entire home/apt,4,1 bath,2,$405.00,2,1125,158,37,4.63,t,0.59
10249233,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81685,-71.20481,Entire apartment,Entire home/apt,4,1 bath,1,$325.00,2,1125,130,16,4.63,t,0.29
10249477,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81687,-71.20487,Entire apartment,Entire home/apt,4,1 bath,1,$370.00,2,1125,163,8,4.75,t,0.12
10249600,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81686,-71.20487,Entire apartment,Entire home/apt,4,1.5 baths,2,$405.00,2,1125,158,64,4.78,t,1.03
10249684,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81683,-71.20487,Entire apartment,Entire home/apt,4,1.5 baths,2,$405.00,2,1125,150,11,4.8,t,0.17
10249922,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81683,-71.20487,Entire loft,Entire home/apt,6,1.5 baths,3,$499.00,2,1125,160,25,4.6,t,0.38
10434218,33105370,2015/5/11,a few days or more,44%,25%,f,t,t,Vanier,46.81876,-71.2454,Private room in apartment,Private room,2,1 shared bath,1,$50.00,1,1125,363,5,4.6,f,0.43
10608261,54739040,2016/1/15,within a few hours,100%,94%,t,t,t,Vieux-Limoilou,46.82648,-71.23037,Private room in apartment,Private room,1,1 shared bath,1,$40.00,1,10,64,62,4.95,f,1.69
10670777,55119023,2016/1/18,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80129,-71.22144,Entire house,Entire home/apt,7,3.5 baths,4,$325.00,5,14,35,8,4.75,f,0.26
10755182,55615781,2016/1/22,N/A,N/A,N/A,f,t,f,Des Châtels,46.85216,-71.37791,Private room in house,Private room,2,1 bath,1,$299.00,2,1125,0,10,4.6,f,0.17
10807690,55588457,2016/1/21,N/A,N/A,50%,f,t,t,Quartier 5-2,46.88536,-71.18776,Entire house,Entire home/apt,6,2 baths,4,$139.00,3,12,0,17,4.71,f,0.28
10829594,11642828,2014/1/26,N/A,N/A,N/A,f,t,t,Saint-Sacrement,46.80035,-71.24398,Private room in apartment,Private room,2,1 shared bath,1,$56.00,2,1125,175,190,4.73,f,3.12
10835279,14905781,2014/4/29,within a day,67%,0%,f,t,f,Sillery,46.77196,-71.24889,Entire apartment,Entire home/apt,4,1 bath,2,$105.00,6,1125,313,35,4.83,f,0.55
11065388,57386295,2016/2/4,within an hour,100%,100%,t,t,t,Notre-Dame-des-Laurentides,46.92147,-71.34582,Private room in house,Private room,2,1 shared bath,1,$45.00,2,365,0,12,5,f,0.2
11069133,57386295,2016/2/4,within an hour,100%,100%,t,t,t,Notre-Dame-des-Laurentides,46.92158,-71.3457,Private room in bungalow,Private room,2,1 shared bath,1,$46.00,2,1125,0,54,4.96,f,0.83
11095882,57167672,2016/2/2,N/A,N/A,N/A,f,t,t,Saint-Jean-Baptiste,46.8114,-71.21587,Entire apartment,Entire home/apt,2,1 bath,1,$100.00,32,1000,365,58,4.9,f,1.22
11144947,57167672,2016/2/2,N/A,N/A,N/A,f,t,t,Saint-Jean-Baptiste,46.8126,-71.21773,Entire loft,Entire home/apt,4,1.5 baths,3,$150.00,32,1125,365,84,4.64,f,1.37
11242803,52575246,2015/12/28,N/A,N/A,N/A,f,t,f,Notre-Dame-des-Laurentides,46.90481,-71.30996,Private room in house,Private room,1,1 shared bath,1,$38.00,2,7,0,11,4.82,f,0.24
11362036,58932059,2016/2/15,within an hour,98%,100%,f,t,t,Saint-Roch,46.81485,-71.22572,Entire loft,Entire home/apt,4,1 bath,2,$146.00,1,360,170,323,4.64,t,4.98
11377176,1562944,2012/1/3,N/A,N/A,N/A,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81501,-71.20716,Entire apartment,Entire home/apt,2,1 bath,0,$40.00,32,1125,20,6,4,f,0.13
11409350,59898149,2016/2/22,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81308,-71.21171,Room in hostel,Hotel room,1,1 bath,1,$36.00,1,4,46,177,4.58,t,2.81
11449962,28754730,2015/3/4,within an hour,99%,100%,f,t,t,Loretteville,46.85043,-71.36152,Entire apartment,Entire home/apt,2,1 bath,1,$40.00,31,1125,365,23,4.09,f,0.36
11520372,14966026,2014/5/1,within an hour,100%,100%,t,t,t,Saint-Sauveur,46.80954,-71.24165,Private room in house,Private room,2,1.5 shared baths,1,$60.00,1,60,84,640,4.91,t,10.04
11638654,4440301,2012/12/18,within an hour,100%,97%,t,t,f,Saint-Roch,46.81231,-71.22755,Entire condominium,Entire home/apt,4,1 bath,3,$62.00,30,1125,326,2,5,t,0.67
11700240,62184925,2016/3/8,within a day,50%,0%,f,t,f,Val-Bélair,46.86088,-71.42214,Private room in house,Private room,2,1.5 baths,1,$37.00,2,1125,309,12,4.75,f,0.19
11841682,6257162,2013/5/6,N/A,N/A,N/A,f,t,t,Saint-Sauveur,46.80658,-71.23723,Entire apartment,Entire home/apt,2,1 bath,1,$90.00,2,1125,0,8,4.71,f,0.13
11949715,24128523,2014/11/24,within an hour,100%,96%,t,t,t,Saint-Roch,46.81494,-71.22638,Entire loft,Entire home/apt,4,1 bath,2,$106.00,2,30,147,277,4.88,f,4.55
11965775,63913483,2016/3/21,N/A,N/A,N/A,f,t,t,Saint-Roch,46.81242,-71.22545,Entire loft,Entire home/apt,2,1 bath,1,$41.00,90,1125,236,0,,f,
11984216,64051319,2016/3/22,N/A,N/A,N/A,t,t,t,Saint-Sauveur,46.811,-71.23345,Entire apartment,Entire home/apt,2,1 bath,0,$94.00,1,1125,0,187,4.72,f,3.09
11990907,32351832,2015/5/1,N/A,N/A,N/A,f,t,t,Vieux-Limoilou,46.82449,-71.23041,Private room in apartment,Private room,2,1 shared bath,1,$55.00,2,21,307,27,4.88,f,0.44
11999256,34462857,2015/5/28,within an hour,93%,91%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81686,-71.20484,Entire apartment,Entire home/apt,4,1 bath,1,$325.00,2,1125,136,45,4.71,t,0.78
12009033,64231459,2016/3/23,N/A,N/A,N/A,t,t,f,Chutes-Montmorency,46.88078,-71.16358,Private room in apartment,Private room,2,1 bath,1,$30.00,1,1125,186,235,4.91,f,3.76
12019119,54237398,2016/1/11,within an hour,100%,100%,t,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81728,-71.21194,Entire apartment,Entire home/apt,4,1 bath,2,$200.00,3,1125,127,201,4.95,f,3.21
12056620,6137330,2013/4/28,N/A,N/A,N/A,t,t,t,Sillery,46.78371,-71.25894,Private room in house,Private room,1,1 private bath,1,$20.00,31,1125,210,1,5,f,0.12
12061970,52865819,2015/12/31,within a few hours,94%,83%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81372,-71.20694,Entire apartment,Entire home/apt,4,1 bath,2,$128.00,3,1125,312,166,4.81,f,2.99
12062225,52865819,2015/12/31,within a few hours,94%,83%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81263,-71.20834,Entire apartment,Entire home/apt,6,1 bath,6,$175.00,3,1125,321,166,4.88,f,2.74
12066870,3311965,2012/8/19,within an hour,100%,100%,f,t,t,Sillery,46.77808,-71.25813,Private room in house,Private room,2,1 private bath,1,$67.00,1,5,100,196,4.74,t,3.66
12106523,64917103,2016/3/29,within an hour,100%,100%,f,t,t,Saint-Sauveur,46.81256,-71.23422,Entire apartment,Entire home/apt,4,1 bath,2,$89.00,1,1125,311,204,4.75,t,3.46
12157383,1646154,2012/1/24,within a few hours,96%,90%,f,t,t,Des Châtels,46.84946,-71.3825,Entire apartment,Entire home/apt,4,1.5 baths,1,$37.00,600,700,43,14,4.64,f,0.23
12227808,35951617,2015/6/16,N/A,N/A,N/A,f,t,t,Sillery,46.78837,-71.25019,Entire house,Entire home/apt,9,2 baths,4,$125.00,2,1125,0,9,4.44,f,0.15
12356938,62296252,2016/3/9,within a few hours,100%,93%,f,t,t,Quartier 5-1,46.94655,-71.27052,Entire cottage,Entire home/apt,10,2 baths,10,$345.00,3,30,328,36,4.77,f,0.74
12557453,68066405,2016/4/20,within an hour,100%,100%,t,t,t,Montcalm,46.80054,-71.2227,Entire apartment,Entire home/apt,5,1 bath,2,$60.00,32,1125,323,1,0,f,0.02
12564100,5076778,2013/2/13,within a day,90%,33%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81047,-71.2086,Entire apartment,Entire home/apt,2,1 bath,1,$21.00,31,1125,120,110,4.81,f,1.79
12601502,49947368,2015/11/26,within an hour,100%,98%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81194,-71.21204,Entire apartment,Entire home/apt,2,1 bath,0,$75.00,30,1125,70,4,5,f,0.33
12602551,49947368,2015/11/26,within an hour,100%,98%,f,t,t,Vieux-Limoilou,46.82591,-71.22319,Entire loft,Entire home/apt,2,1 bath,1,$150.00,30,1125,139,0,,f,
12610216,65629597,2016/4/3,N/A,N/A,N/A,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81424,-71.20854,Entire apartment,Entire home/apt,2,1 bath,1,$60.00,45,180,324,8,4.88,f,0.14
12703333,4217000,2012/11/22,N/A,N/A,82%,t,t,t,Vieux-Limoilou,46.82904,-71.22998,Entire loft,Entire home/apt,4,1 bath,1,$90.00,2,1125,309,96,4.81,f,1.55
12783946,59391218,2016/2/18,N/A,N/A,N/A,f,t,t,Lairet,46.83705,-71.24082,Entire house,Entire home/apt,6,2.5 baths,4,$125.00,4,1125,128,6,4.5,f,0.1
12797561,18057837,2014/7/13,within an hour,100%,100%,t,t,t,Vieux-Limoilou,46.82687,-71.23449,Private room in apartment,Private room,1,1 shared bath,1,$25.00,7,1125,279,39,4.95,f,0.78
12797822,19026917,2014/7/28,N/A,N/A,N/A,f,t,f,Vieux-Limoilou,46.82436,-71.22174,Private room in apartment,Private room,2,1 bath,1,$50.00,4,1125,0,22,5,f,0.36
12821034,68066405,2016/4/20,within an hour,100%,100%,t,t,t,Montcalm,46.80115,-71.22464,Entire apartment,Entire home/apt,7,2 baths,4,$75.00,32,1125,364,1,5,f,0.02
12821474,68066405,2016/4/20,within an hour,100%,100%,t,t,t,Montcalm,46.80261,-71.22531,Private room in apartment,Private room,3,1 bath,1,$38.00,32,1125,364,0,,f,
12822076,68066405,2016/4/20,within an hour,100%,100%,t,t,t,Montcalm,46.80169,-71.2244,Entire apartment,Entire home/apt,3,1 bath,1,$55.00,32,1125,303,1,5,f,0.02
12823326,68066405,2016/4/20,within an hour,100%,100%,t,t,t,Montcalm,46.80202,-71.22461,Entire apartment,Entire home/apt,6,2 baths,4,$78.00,32,1125,364,0,,f,
12824812,68066405,2016/4/20,within an hour,100%,100%,t,t,t,Montcalm,46.801,-71.22462,Entire apartment,Entire home/apt,2,1 bath,1,$40.00,32,1125,322,3,5,f,0.08
12824958,68066405,2016/4/20,within an hour,100%,100%,t,t,t,Montcalm,46.80184,-71.22475,Entire apartment,Entire home/apt,3,1 bath,2,$48.00,32,1125,364,2,4.5,f,0.06
12825198,68066405,2016/4/20,within an hour,100%,100%,t,t,t,Montcalm,46.80181,-71.22285,Entire apartment,Entire home/apt,5,1 bath,2,$60.00,32,1125,323,0,,f,
12866389,70342700,2016/5/4,within an hour,100%,83%,t,t,t,Sillery,46.78169,-71.25659,Private room in bed and breakfast,Private room,2,1 private bath,1,$110.00,1,1125,355,40,4.92,f,1
12869510,59898149,2016/2/22,within an hour,100%,100%,f,t,t,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81201,-71.21218,Private room,Private room,5,1.5 baths,4,$147.00,1,4,28,13,4.15,t,0.22
12871588,70342700,2016/5/4,within an hour,100%,83%,t,t,t,Sillery,46.78169,-71.25659,Private room in bed and breakfast,Private room,2,1 private bath,1,$95.00,1,1125,345,168,4.89,f,2.74
12883854,68066405,2016/4/20,within an hour,100%,100%,t,t,t,Montcalm,46.80062,-71.22314,Entire house,Entire home/apt,10,3.5 baths,5,$110.00,32,1125,345,7,4.86,f,0.13
12900993,25614634,2015/1/4,within a day,100%,87%,f,t,t,Saint-Jean-Baptiste,46.8085,-71.21868,Private room in apartment,Private room,2,1 shared bath,1,$81.00,1,1125,339,284,4.19,f,4.54
13082525,68373320,2016/4/22,N/A,N/A,N/A,t,t,f,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81574,-71.21374,Entire condominium,Entire home/apt,2,1 bath,1,$85.00,30,1125,0,151,4.93,f,2.5
