"","id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms_text","beds","price","minimum_nights","maximum_nights","availability_365","number_of_reviews","review_scores_rating","instant_bookable","reviews_per_month","year"
"129","6167471","18684279",2014-07-22,"within an hour",100,100,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.8171,-71.2033,"Entire apartment","Entire home/apt",2,"1 bath",1,140,2,1125,73,106,4.89,"t",1.43,7
"130","6177146","24821339",2014-12-14,"N/A",NA,0,"t","t","t","Saint-Sauveur",46.80516,-71.24362,"Entire apartment","Entire home/apt",4,"1 bath",2,95,2,1125,0,161,4.99,"f",3.98,7
"131","6232233","1646154",2012-01-24,"within a few hours",96,90,"f","t","t","Saint-Sauveur",46.81471,-71.2383,"Entire apartment","Entire home/apt",2,"1.5 baths",1,25,45,365,283,21,4.1,"f",0.36,9
"132","6446117","33655018",2015-05-18,"within a few hours",100,NA,"f","t","t","Saint-Sacrement",46.79247,-71.26534,"Private room in apartment","Private room",1,"1 bath",1,50,32,155,365,7,5,"f",0.19,6
"133","6459264","15649086",2014-05-17,"within a few hours",100,100,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81367,-71.21705,"Entire apartment","Entire home/apt",4,"1 bath",6,88,31,325,324,0,NA,"t",NA,7
"134","6601346","34035303",2015-05-23,"N/A",NA,NA,"t","t","f","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.80979,-71.21139,"Entire apartment","Entire home/apt",4,"1 bath",2,95,30,60,60,75,4.92,"f",1.24,6
"135","6746347","15960979",2014-05-25,"within a few hours",100,100,"f","t","t","Saint-Jean-Baptiste",46.80815,-71.22858,"Entire apartment","Entire home/apt",3,"1 bath",2,37,31,1125,204,123,4.84,"f",1.88,7
"136","6852451","35884345",2015-06-15,"within an hour",100,88,"f","t","f","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.80395,-71.20924,"Entire loft","Entire home/apt",2,"1 bath",1,50,31,365,191,79,4.84,"f",1.84,6
"137","6870833","35939583",2015-06-16,"within an hour",100,100,"f","t","t","Saint-Jean-Baptiste",46.81075,-71.22379,"Entire apartment","Entire home/apt",3,"1 bath",2,94,1,1124,318,239,4.79,"t",3.32,6
"138","6897654","36143188",2015-06-18,"within an hour",100,NA,"f","t","f","Vieux-Limoilou",46.82798,-71.22948,"Entire apartment","Entire home/apt",4,"1 bath",2,60,31,1125,311,5,5,"f",0.13,6
"139","6947321","36425487",2015-06-22,"within an hour",100,82,"f","t","t","Neufchâtel-Est/Lebourgneuf",46.85548,-71.2901,"Entire house","Entire home/apt",16,"2 baths",9,321,1,1125,331,160,4.39,"f",2.23,6
"140","6970133","14594594",2014-04-22,"within an hour",100,100,"f","t","t","Quartier 5-4",46.85548,-71.1852,"Room in boutique hotel","Hotel room",2,"1 bath",1,160,1,1125,362,28,4.64,"t",0.39,7
"141","7001110","32077416",2015-04-27,"within a day",70,20,"f","t","f","Saint-Sacrement",46.79536,-71.2591,"Entire apartment","Entire home/apt",4,"1 bath",2,150,3,1125,322,76,4.69,"f",1.04,6
"142","7003871","17286960",2014-06-26,"a few days or more",0,NA,"f","t","t","Saint-Jean-Baptiste",46.81185,-71.21827,"Private room in nature lodge","Private room",2,"1 private bath",1,140,3,1125,322,6,4.33,"f",0.08,7
"143","7006697","36730732",2015-06-25,"within a day",100,NA,"f","t","t","Quartier 4-5",46.85369,-71.26325,"Entire guesthouse","Entire home/apt",2,"1 bath",1,70,2,150,42,142,4.87,"f",1.96,6
"144","7129699","37341683",2015-07-02,"within an hour",100,100,"t","t","t","Saint-Jean-Baptiste",46.81077,-71.22206,"Entire apartment","Entire home/apt",2,"1 bath",1,95,1,1124,316,281,4.77,"t",3.91,6
"145","7140600","7006458",2013-06-19,"within an hour",100,100,"t","t","t","Cité Universitaire",46.78711,-71.26385,"Entire apartment","Entire home/apt",4,"1 bath",2,44,30,1125,221,55,4.64,"t",0.76,8
"146","7430769","7096839",2013-06-24,"within a day",50,71,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81437,-71.2029,"Entire condominium","Entire home/apt",2,"1 bath",1,111,32,64,112,49,4.92,"f",0.9,8
"147","7479188","3813034",2012-10-09,"within a few hours",100,100,"t","t","t","Saint-Sauveur",46.8094,-71.23117,"Entire apartment","Entire home/apt",6,"1 bath",3,295,3,31,40,116,4.88,"f",1.63,9
"148","7491399","39234978",2015-07-22,"within an hour",100,100,"f","t","t","Duberger-Les Saules",46.82429,-71.28873,"Private room in house","Private room",4,"1 private bath",2,64,3,28,175,183,4.83,"f",2.53,6
"149","7513008","10023073",2013-11-14,"within a day",75,73,"t","t","t","Cité Universitaire",46.77829,-71.28722,"Private room in apartment","Private room",1,"1 shared bath",1,30,30,1125,0,6,4.33,"f",0.1,8
"150","7545877","4230524",2012-11-24,"N/A",NA,NA,"f","t","f","Vieux-Limoilou",46.83083,-71.23353,"Private room in house","Private room",2,"1 bath",1,65,1,1125,0,3,4.5,"f",0.05,9
"151","7633284","14594594",2014-04-22,"within an hour",100,100,"f","t","t","Quartier 5-4",46.85688,-71.18675,"Room in boutique hotel","Hotel room",2,"1 bath",1,233,1,1125,357,2,3.5,"t",0.09,7
"152","7634457","38037789",2015-07-09,"N/A",NA,100,"f","t","t","Quartier 4-5",46.8604,-71.27167,"Entire apartment","Entire home/apt",2,"1 bath",2,70,14,90,278,15,4.93,"f",0.21,6
"153","7651759","12208568",2014-02-13,"N/A",NA,71,"t","t","t","Sillery",46.77585,-71.2461,"Entire apartment","Entire home/apt",4,"1 bath",2,34,32,1125,97,40,4.55,"f",0.8,7
"154","7676538","40309767",2015-08-02,"within a day",100,67,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81518,-71.21316,"Entire apartment","Entire home/apt",4,"1 bath",2,58,30,1125,279,10,4.89,"f",0.14,6
"155","7677054","17893514",2014-07-09,"N/A",NA,NA,"t","t","t","Cité Universitaire",46.77633,-71.30208,"Private room in bungalow","Private room",2,"1 shared bath",2,56,32,365,365,84,4.64,"f",1.17,7
"156","7757465","3238011",2012-08-12,"N/A",NA,NA,"t","t","f","Saint-Jean-Baptiste",46.80844,-71.22639,"Entire apartment","Entire home/apt",4,"1 bath",1,40,2,1125,0,112,4.68,"t",1.57,9
"157","7757954","38459934",2015-07-14,"within a few hours",99,82,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81542,-71.21235,"Entire apartment","Entire home/apt",2,"1 bath",1,120,30,1125,73,7,4.29,"f",0.1,6
"158","7763317","17893514",2014-07-09,"N/A",NA,NA,"t","t","t","Cité Universitaire",46.7765,-71.30077,"Private room in house","Private room",1,"1 shared bath",1,46,32,365,89,41,4.8,"f",0.57,7
"159","7763332","17266932",2014-06-25,"within an hour",100,99,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81607,-71.20984,"Entire loft","Entire home/apt",4,"1 bath",2,175,1,31,337,392,4.97,"f",5.46,7
"160","7800019","41055265",2015-08-10,"within an hour",100,100,"t","t","t","Vieux-Limoilou",46.82073,-71.22398,"Entire apartment","Entire home/apt",8,"1 bath",4,210,2,1125,248,88,4.69,"t",1.24,6
"161","7854562","41314384",2015-08-12,"N/A",NA,NA,"f","t","f","Saint-Roch",46.8127,-71.22958,"Private room in apartment","Private room",1,"1 bath",1,80,2,3,0,0,NA,"f",NA,6
"162","7899556","41651776",2015-08-16,"N/A",NA,NA,"f","t","f","Cité Universitaire",46.77472,-71.28475,"Entire house","Entire home/apt",4,"1 bath",3,140,1,1125,187,13,4.38,"f",0.18,6
"163","7966751","28326938",2015-02-25,"N/A",NA,0,"f","t","f","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81457,-71.20194,"Entire apartment","Entire home/apt",4,"1 bath",2,100,32,1125,278,0,NA,"f",NA,6
"164","7968592","14594594",2014-04-22,"within an hour",100,100,"f","t","t","Quartier 5-4",46.85484,-71.18675,"Room in boutique hotel","Hotel room",4,"1 bath",2,160,1,1125,328,15,4.87,"t",0.35,7
"165","8071221","42631993",2015-08-26,"N/A",NA,0,"f","t","t","Neufchâtel-Est/Lebourgneuf",46.83984,-71.31181,"Entire apartment","Entire home/apt",4,"1 bath",2,110,2,1125,1,15,4.8,"f",0.21,6
"166","8114491","9846608",2015-08-29,"within an hour",100,91,"t","t","t","Saint-Jean-Baptiste",46.80872,-71.22343,"Entire apartment","Entire home/apt",4,"1 bath",1,125,3,1001,320,185,4.96,"f",2.61,6
"167","8147621","43017387",2015-08-31,"a few days or more",29,50,"f","t","t","Vanier",46.82196,-71.26746,"Entire house","Entire home/apt",2,"1.5 baths",1,36,30,1125,214,97,4.68,"f",1.61,6
"168","8173540","22697179",2014-10-18,"within a few hours",100,98,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.80564,-71.21806,"Entire apartment","Entire home/apt",3,"1 bath",1,129,2,30,307,300,4.79,"f",4.25,7
"169","8191217","6223073",2013-05-04,"within an hour",100,97,"t","t","t","Saint-Sauveur",46.81517,-71.23647,"Entire apartment","Entire home/apt",3,"1 bath",1,99,30,365,8,104,4.76,"f",1.49,8
"170","8212271","8659915",2013-09-05,"within an hour",100,79,"f","t","t","Saint-Jean-Baptiste",46.80988,-71.22301,"Private room in apartment","Private room",2,"1 shared bath",1,80,1,1125,336,149,4.9,"f",2.58,8
"171","8308704","43805761",2015-09-09,"within a day",100,0,"f","t","f","Quartier 5-2",46.88393,-71.20901,"Entire apartment","Entire home/apt",5,"1 bath",2,97,1,1125,5,4,5,"f",0.11,6
"172","8341363","43967589",2015-09-11,"within an hour",100,100,"t","t","t","Saint-Jean-Baptiste",46.80988,-71.2213,"Entire apartment","Entire home/apt",3,"1 bath",1,125,1,15,40,552,4.73,"t",7.8,6
"173","8349929","17445271",2014-06-30,"within an hour",100,100,"t","t","t","Montcalm",46.80259,-71.22319,"Entire house","Entire home/apt",12,"5 baths",16,NA,3,14,344,57,4.96,"t",1,7
"174","8610176","44498473",2015-09-18,"within a few hours",100,100,"f","t","t","Saint-Sauveur",46.80959,-71.24182,"Private room in apartment","Private room",2,"1 shared bath",1,40,5,364,87,65,4.74,"f",0.93,6
"175","8626868","8687028",2013-09-07,"within an hour",96,100,"f","t","t","Maizerets",46.83872,-71.22119,"Room in bed and breakfast","Hotel room",4,"1 bath",2,75,1,7,0,9,5,"t",1.89,8
"176","8662732","45514378",2015-10-01,"within an hour",100,100,"t","t","f","Sillery",46.78478,-71.24653,"Private room in bungalow","Private room",1,"1 shared bath",0,45,1,1125,248,303,4.94,"t",4.44,6
"177","8663249","45516436",2015-10-01,"within an hour",100,100,"t","t","t","Loretteville",46.86142,-71.36017,"Private room in house","Private room",2,"1 private bath",1,62,2,7,1,33,4.91,"f",0.75,6
"178","8701329","26691052",2015-01-25,"N/A",NA,NA,"f","t","f","Sillery",46.78331,-71.24668,"Private room in house","Private room",2,"1 bath",1,50,32,1125,179,94,4.58,"f",1.34,6
"179","8825259","45482776",2015-09-30,"within an hour",100,100,"f","t","t","Saint-Jean-Baptiste",46.80818,-71.22465,"Entire apartment","Entire home/apt",3,"1 bath",2,59,31,1125,59,90,4.68,"t",1.31,6
"180","8968290","46867866",2015-10-18,"within a day",71,67,"f","t","t","Saint-Roch",46.81423,-71.22634,"Entire condominium","Entire home/apt",3,"1 bath",1,86,4,60,1,9,4.75,"f",0.21,6
"181","9155937","24819170",2014-12-14,"N/A",NA,NA,"f","t","f","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81621,-71.20741,"Entire apartment","Entire home/apt",2,"1 bath",1,48,1000,1125,365,0,NA,"f",NA,7
"182","9370597","42248799",2015-08-23,"N/A",NA,NA,"f","t","f","Loretteville",46.85865,-71.3623,"Private room in house","Private room",3,"1 private bath",1,49,3,1125,0,20,4.85,"f",0.33,6
"183","9477639","49123843",2015-11-15,"within a few hours",100,100,"t","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.80338,-71.22158,"Entire apartment","Entire home/apt",5,"1 bath",4,132,31,1125,0,36,4.89,"f",0.54,6
"184","9522015","5166752",2013-02-20,"N/A",NA,NA,"f","t","t","Saint-Sauveur",46.80596,-71.23854,"Entire apartment","Entire home/apt",8,"2 baths",3,300,4,1124,0,46,4.83,"f",0.67,8
"185","9630642","36052925",2015-06-17,"N/A",NA,NA,"f","t","t","Saint-Sacrement",46.78737,-71.25648,"Private room in apartment","Private room",2,"1 shared bath",1,40,7,1125,0,2,5,"f",0.04,6
"186","9664814","49947368",2015-11-26,"within an hour",100,98,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81197,-71.21122,"Entire loft","Entire home/apt",2,"1 bath",1,76,30,1125,215,9,4.56,"f",0.27,6
"187","9693817","50063718",2015-11-28,"within an hour",100,100,"t","t","t","Notre-Dame-des-Laurentides",46.91233,-71.33694,"Private room in house","Private room",2,"1 shared bath",0,60,1,1125,309,57,4.65,"f",0.94,6
"188","9726354","49947368",2015-11-26,"within an hour",100,98,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81194,-71.21204,"Entire apartment","Entire home/apt",3,"1 bath",2,133,30,1125,136,1,5,"f",1,6
"189","9863685","50063718",2015-11-28,"within an hour",100,100,"t","t","t","Notre-Dame-des-Laurentides",46.91236,-71.33875,"Private room in nature lodge","Private room",2,"1 shared bath",0,60,1,1125,355,44,4.77,"f",0.73,6
"190","9922601","51009040",2015-12-10,"N/A",NA,100,"f","t","t","Chutes-Montmorency",46.8901,-71.15321,"Entire apartment","Entire home/apt",8,"1 bath",5,105,2,1125,1,215,4.75,"t",3.2,6
"191","10154710","52118298",2015-12-23,"N/A",NA,NA,"f","t","t","Saint-Louis",46.77322,-71.29369,"Entire house","Entire home/apt",8,"2 baths",3,99,1,1125,96,297,4.49,"f",4.46,6
"192","10187037","34462857",2015-05-28,"within an hour",93,91,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81686,-71.20483,"Entire apartment","Entire home/apt",6,"1.5 baths",3,499,2,1125,156,25,4.4,"t",0.41,6
"193","10247268","34462857",2015-05-28,"within an hour",93,91,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81683,-71.20489,"Entire apartment","Entire home/apt",4,"1 bath",1,370,2,1125,103,21,4.76,"t",0.38,6
"194","10247936","34462857",2015-05-28,"within an hour",93,91,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81686,-71.20488,"Entire apartment","Entire home/apt",2,"1 bath",1,325,2,1125,145,9,4.67,"t",0.14,6
"195","10248554","34462857",2015-05-28,"within an hour",93,91,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81685,-71.2049,"Entire apartment","Entire home/apt",4,"1 bath",1,325,2,1125,345,19,4.68,"t",0.54,6
"196","10249154","34462857",2015-05-28,"within an hour",93,91,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81688,-71.20488,"Entire apartment","Entire home/apt",4,"1 bath",2,405,2,1125,158,37,4.63,"t",0.59,6
"197","10249233","34462857",2015-05-28,"within an hour",93,91,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81685,-71.20481,"Entire apartment","Entire home/apt",4,"1 bath",1,325,2,1125,130,16,4.63,"t",0.29,6
"198","10249477","34462857",2015-05-28,"within an hour",93,91,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81687,-71.20487,"Entire apartment","Entire home/apt",4,"1 bath",1,370,2,1125,163,8,4.75,"t",0.12,6
"199","10249600","34462857",2015-05-28,"within an hour",93,91,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81686,-71.20487,"Entire apartment","Entire home/apt",4,"1.5 baths",2,405,2,1125,158,64,4.78,"t",1.03,6
"200","10249684","34462857",2015-05-28,"within an hour",93,91,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81683,-71.20487,"Entire apartment","Entire home/apt",4,"1.5 baths",2,405,2,1125,150,11,4.8,"t",0.17,6
"201","10249922","34462857",2015-05-28,"within an hour",93,91,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81683,-71.20487,"Entire loft","Entire home/apt",6,"1.5 baths",3,499,2,1125,160,25,4.6,"t",0.38,6
"202","10434218","33105370",2015-05-11,"a few days or more",44,25,"f","t","t","Vanier",46.81876,-71.2454,"Private room in apartment","Private room",2,"1 shared bath",1,50,1,1125,363,5,4.6,"f",0.43,6
"203","10608261","54739040",2016-01-15,"within a few hours",100,94,"t","t","t","Vieux-Limoilou",46.82648,-71.23037,"Private room in apartment","Private room",1,"1 shared bath",1,40,1,10,64,62,4.95,"f",1.69,5
"204","10670777","55119023",2016-01-18,"within an hour",100,100,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.80129,-71.22144,"Entire house","Entire home/apt",7,"3.5 baths",4,325,5,14,35,8,4.75,"f",0.26,5
"205","10755182","55615781",2016-01-22,"N/A",NA,NA,"f","t","f","Des Châtels",46.85216,-71.37791,"Private room in house","Private room",2,"1 bath",1,299,2,1125,0,10,4.6,"f",0.17,5
"206","10807690","55588457",2016-01-21,"N/A",NA,50,"f","t","t","Quartier 5-2",46.88536,-71.18776,"Entire house","Entire home/apt",6,"2 baths",4,139,3,12,0,17,4.71,"f",0.28,5
"207","10829594","11642828",2014-01-26,"N/A",NA,NA,"f","t","t","Saint-Sacrement",46.80035,-71.24398,"Private room in apartment","Private room",2,"1 shared bath",1,56,2,1125,175,190,4.73,"f",3.12,7
"208","10835279","14905781",2014-04-29,"within a day",67,0,"f","t","f","Sillery",46.77196,-71.24889,"Entire apartment","Entire home/apt",4,"1 bath",2,105,6,1125,313,35,4.83,"f",0.55,7
"209","11065388","57386295",2016-02-04,"within an hour",100,100,"t","t","t","Notre-Dame-des-Laurentides",46.92147,-71.34582,"Private room in house","Private room",2,"1 shared bath",1,45,2,365,0,12,5,"f",0.2,5
"210","11069133","57386295",2016-02-04,"within an hour",100,100,"t","t","t","Notre-Dame-des-Laurentides",46.92158,-71.3457,"Private room in bungalow","Private room",2,"1 shared bath",1,46,2,1125,0,54,4.96,"f",0.83,5
"211","11095882","57167672",2016-02-02,"N/A",NA,NA,"f","t","t","Saint-Jean-Baptiste",46.8114,-71.21587,"Entire apartment","Entire home/apt",2,"1 bath",1,100,32,1000,365,58,4.9,"f",1.22,5
"212","11144947","57167672",2016-02-02,"N/A",NA,NA,"f","t","t","Saint-Jean-Baptiste",46.8126,-71.21773,"Entire loft","Entire home/apt",4,"1.5 baths",3,150,32,1125,365,84,4.64,"f",1.37,5
"213","11242803","52575246",2015-12-28,"N/A",NA,NA,"f","t","f","Notre-Dame-des-Laurentides",46.90481,-71.30996,"Private room in house","Private room",1,"1 shared bath",1,38,2,7,0,11,4.82,"f",0.24,6
"214","11362036","58932059",2016-02-15,"within an hour",98,100,"f","t","t","Saint-Roch",46.81485,-71.22572,"Entire loft","Entire home/apt",4,"1 bath",2,146,1,360,170,323,4.64,"t",4.98,5
"215","11377176","1562944",2012-01-03,"N/A",NA,NA,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81501,-71.20716,"Entire apartment","Entire home/apt",2,"1 bath",0,40,32,1125,20,6,4,"f",0.13,9
"216","11409350","59898149",2016-02-22,"within an hour",100,100,"f","t","t","Vieux-Québec/Cap-Blanc/Colline parlementaire",46.81308,-71.21171,"Room in hostel","Hotel room",1,"1 bath",1,36,1,4,46,177,4.58,"t",2.81,5
"217","11449962","28754730",2015-03-04,"within an hour",99,100,"f","t","t","Loretteville",46.85043,-71.36152,"Entire apartment","Entire home/apt",2,"1 bath",1,40,31,1125,365,23,4.09,"f",0.36,6
"218","11520372","14966026",2014-05-01,"within an hour",100,100,"t","t","t","Saint-Sauveur",46.80954,-71.24165,"Private room in house","Private room",2,"1.5 shared baths",1,60,1,60,84,640,4.91,"t",10.04,7
"219","11638654","4440301",2012-12-18,"within an hour",100,97,"t","t","f","Saint-Roch",46.81231,-71.22755,"Entire condominium","Entire home/apt",4,"1 bath",3,62,30,1125,326,2,5,"t",0.67,9
"220","11700240","62184925",2016-03-08,"within a day",50,0,"f","t","f","Val-Bélair",46.86088,-71.42214,"Private room in house","Private room",2,"1.5 baths",1,37,2,1125,309,12,4.75,"f",0.19,5
"221","11841682","6257162",2013-05-06,"N/A",NA,NA,"f","t","t","Saint-Sauveur",46.80658,-71.23723,"Entire apartment","Entire home/apt",2,"1 bath",1,90,2,1125,0,8,4.71,"f",0.13,8
"222","11949715","24128523",2014-11-24,"within an hour",100,96,"t","t","t","Saint-Roch",46.81494,-71.22638,"Entire loft","Entire home/apt",4,"1 bath",2,106,2,30,147,277,4.88,"f",4.55,7
"223","11965775","63913483",2016-03-21,"N/A",NA,NA,"f","t","t","Saint-Roch",46.81242,-71.22545,"Entire loft","Entire home/apt",2,"1 bath",1,41,90,1125,236,0,NA,"f",NA,5
"224","11984216","64051319",2016-03-22,"N/A",NA,NA,"t","t","t","Saint-Sauveur",46.811,-71.23345,"Entire apartment","Entire home/apt",2,"1 bath",0,94,1,1125,0,187,4.72,"f",3.09,5
"225","11990907","32351832",2015-05-01,"N/A",NA,NA,"f","t","t","Vieux-Limoilou",46.82449,-71.23041,"Private room in apartment","Private room",2,"1 shared bath",1,55,2,21,307,27,4.88,"f",0.44,6
